HDHA_aux_mode3_0.,35.810233,37.067865,0.730060,-1.257632
HDHA_aux_mode3_1.,37.210706,37.647947,0.343350,-0.437242
HDHA_aux_mode3_2.,50.850594,51.662919,1.224811,-0.812325
HDHA_aux_mode9_0.,40.701627,41.368828,0.322969,-0.667201
HDHA_aux_mode9_1.,42.030393,42.531818,0.235806,-0.501425
HDHA_aux_mode9_2.,39.721538,48.386938,5.416964,-8.665400
HDHA_equmesh_mode3_0.,74.955453,77.724087,1.354172,-2.768634
HDHA_equmesh_mode3_1.,108.552878,107.086792,1.494170,1.466086
HDHA_equmesh_mode3_2.,108.947514,108.665003,1.430984,0.282511
HDHA_equmesh_mode9_0.,138.000344,135.283969,1.762645,2.716374
HDHA_equmesh_mode9_1.,101.607997,106.836857,1.437525,-5.228861
HDHA_equmesh_mode9_2.,87.979902,82.599016,1.824528,5.380886
HDHA_nonaux_mode3_0.,93.701112,90.175440,0.644066,3.525673
HDHA_nonaux_mode3_1.,86.587549,88.112821,1.713821,-1.525272
HDHA_nonaux_mode3_2.,90.262330,87.718405,1.240096,2.543926
HDHA_nonaux_mode9_0.,98.364713,100.161864,1.548533,-1.797151
HDHA_nonaux_mode9_1.,39.260287,45.199040,1.738436,-5.938753
HDHA_nonaux_mode9_2.,86.127439,86.747688,1.215268,-0.620249
HDLA_aux_mode3_0.,73.712911,72.352319,0.793635,1.360591
HDLA_aux_mode3_1.,118.563468,115.169216,0.292251,3.394252
HDLA_aux_mode3_2.,73.850649,76.022408,0.563624,-2.171758
HDLA_aux_mode9_0.,67.899144,67.378122,1.368179,0.521022
HDLA_aux_mode9_1.,59.816402,60.422127,0.841386,-0.605725
HDLA_aux_mode9_2.,66.615841,66.432577,0.956034,0.183265
HDLA_equmesh_mode3_0.,76.945594,75.277687,0.818415,1.667907
HDLA_equmesh_mode3_1.,68.083801,68.132186,1.128830,-0.048385
HDLA_equmesh_mode3_2.,72.693925,72.695477,1.114475,-0.001552
HDLA_equmesh_mode9_0.,67.437834,71.028486,6.216476,-3.590652
HDLA_equmesh_mode9_1.,70.664796,70.856299,0.861877,-0.191503
HDLA_equmesh_mode9_2.,58.830265,64.817053,1.370734,-5.986788
HDLA_nonaux_mode3_0.,78.051712,77.501925,0.481103,0.549787
HDLA_nonaux_mode3_1.,62.032706,62.706832,1.858481,-0.674126
HDLA_nonaux_mode3_2.,72.447484,71.667952,1.325321,0.779531
HDLA_nonaux_mode9_0.,68.633205,71.813936,1.113527,-3.180731
HDLA_nonaux_mode9_1.,61.330703,62.026801,0.380228,-0.696098
HDLA_nonaux_mode9_2.,76.642127,77.745935,0.938288,-1.103807
HDNA_aux_mode3_0.,47.231891,47.492838,0.651127,-0.260947
HDNA_aux_mode3_1.,36.015368,37.164760,0.787989,-1.149392
HDNA_aux_mode3_2.,32.761366,39.343472,0.907796,-6.582106
HDNA_aux_mode9_0.,36.653608,39.111994,0.474587,-2.458385
HDNA_aux_mode9_1.,26.683772,30.220599,0.961263,-3.536827
HDNA_aux_mode9_2.,34.247832,41.412257,0.458038,-7.164425
HDNA_equmesh_mode3_0.,92.027658,90.931152,0.845429,1.096506
HDNA_equmesh_mode3_1.,48.160471,50.713900,1.881983,-2.553429
HDNA_equmesh_mode3_2.,123.174986,119.321932,1.394090,3.853054
HDNA_equmesh_mode9_0.,108.025126,102.726175,1.288411,5.298950
HDNA_equmesh_mode9_1.,128.094986,127.234647,2.825708,0.860339
HDNA_equmesh_mode9_2.,-10.620135,72.598767,78.725017,-83.218902
HDNA_nonaux_mode3_0.,123.252884,119.802790,2.058520,3.450094
HDNA_nonaux_mode3_1.,119.667361,118.402607,1.718807,1.264755
HDNA_nonaux_mode3_2.,108.978517,107.812305,2.277487,1.166212
HDNA_nonaux_mode9_0.,108.151792,108.179433,1.140084,-0.027641
HDNA_nonaux_mode9_1.,90.085248,90.366841,2.005429,-0.281593
HDNA_nonaux_mode9_2.,92.925473,90.328289,0.644079,2.597183
LDHA_aux_mode3_0.,8.801080,8.795511,0.475198,0.005569
LDHA_aux_mode3_1.,6.101918,6.547777,0.186156,-0.445859
LDHA_aux_mode3_2.,8.107990,8.061081,0.377729,0.046908
LDHA_aux_mode9_0.,7.894220,7.899860,0.102475,-0.005640
LDHA_aux_mode9_1.,7.637518,7.011546,0.428917,0.625972
LDHA_aux_mode9_2.,6.168619,6.202643,0.488139,-0.034024
LDHA_equmesh_mode3_0.,22.108997,21.812646,0.403987,0.296351
LDHA_equmesh_mode3_1.,29.216180,29.277817,0.313025,-0.061637
LDHA_equmesh_mode3_2.,29.774557,30.484623,0.945614,-0.710067
LDHA_equmesh_mode9_0.,36.537417,36.441553,0.531407,0.095864
LDHA_equmesh_mode9_1.,34.418767,34.323252,0.360319,0.095515
LDHA_equmesh_mode9_2.,37.347001,34.360368,0.473857,2.986633
LDHA_nonaux_mode3_0.,18.836167,19.283179,0.192564,-0.447012
LDHA_nonaux_mode3_1.,22.364994,24.375434,0.301374,-2.010439
LDHA_nonaux_mode3_2.,18.995086,20.037257,0.693604,-1.042171
LDHA_nonaux_mode9_0.,14.059118,13.720008,0.411738,0.339110
LDHA_nonaux_mode9_1.,5.716763,6.535930,0.919300,-0.819167
LDHA_nonaux_mode9_3.,11.935649,12.307351,0.439010,-0.371702
LDLA_aux_mode3_0.,21.319979,20.653542,0.650217,0.666437
LDLA_aux_mode3_1.,20.310451,20.607631,0.684864,-0.297180
LDLA_aux_mode3_2.,21.312541,20.007023,0.319873,1.305518
LDLA_aux_mode9_0.,14.686944,15.720289,0.481289,-1.033345
LDLA_aux_mode9_1.,14.077366,16.130155,0.309220,-2.052789
LDLA_aux_mode9_2.,18.355763,18.097753,0.496034,0.258010
LDLA_equmesh_mode3_0.,20.677117,20.323057,0.332784,0.354061
LDLA_equmesh_mode3_1.,21.675492,20.306399,0.409278,1.369092
