59.558,59.558,1.6906
59.102,59.134,1.8095
58.584,58.796,1.9264
57.974,58.709,2.0205
57.393,58.942,2.0615
56.904,59.342,2.06
56.453,59.786,2.0409
55.992,60.219,2.0185
55.468,60.573,2.0106
54.86,60.676,2.0524
54.278,60.455,2.1507
53.794,60.069,2.2717
53.351,59.634,2.3985
52.902,59.207,2.5251
52.397,58.842,2.6459
51.801,58.695,2.7334
51.204,58.884,2.7532
50.702,59.267,2.7205
50.25,59.706,2.6659
49.796,60.143,2.6064
49.287,60.52,2.5588
48.689,60.69,2.5609
48.097,60.515,2.6416
47.595,60.145,2.762
47.149,59.716,2.8922
46.706,59.283,3.022
46.216,58.902,3.1416
45.629,58.693,3.2265
45.025,58.826,3.2311
44.508,59.189,3.173
44.053,59.62,3.0903
43.605,60.059,3.0004
43.117,60.451,2.9201
42.531,60.679,2.8827
41.922,60.574,2.9324
41.407,60.227,3.0415
40.953,59.803,3.1669
40.512,59.367,3.2931
40.034,58.968,3.4085
39.466,58.715,3.4877
38.847,58.778,3.4871
38.318,59.109,3.4136
37.857,59.533,3.3122
37.414,59.971,3.203
36.94,60.38,3.0991
36.381,60.651,3.0305
35.758,60.622,3.0427
35.221,60.308,3.1305
34.758,59.89,3.2432
34.317,59.452,3.3579
33.849,59.037,3.463
33.301,58.739,3.5345
32.681,58.737,3.5282
32.13,59.033,3.4455
31.666,59.443,3.333
31.223,59.882,3.211
30.762,60.301,3.0915
30.225,60.619,2.9946
29.61,60.655,2.9701
29.041,60.385,3.0256
28.563,59.983,3.1149
28.121,59.54,3.2119
27.661,59.115,3.2996
27.126,58.778,3.3582
26.513,58.712,3.3456
25.944,58.965,3.2579
25.464,59.36,3.1394
25.024,59.797,3.0114
24.573,60.222,2.8845
24.056,60.571,2.771
23.449,60.683,2.7099
22.867,60.457,2.7305
22.372,60.064,2.7923
21.922,59.621,2.8631
21.466,59.188,2.9256
20.95,58.83,2.9618
20.34,58.694,2.9393
19.76,58.9,2.8464
19.269,59.283,2.7243
18.825,59.719,2.5945
18.377,60.15,2.4654
17.882,60.513,2.3457
17.285,60.688,2.2563
16.686,60.521,2.2352
16.179,60.145,2.2603
15.724,59.706,2.2963
15.27,59.265,2.3269
14.768,58.882,2.3361
14.172,58.7,2.2959
13.571,58.845,2.1998
13.069,59.207,2.0814
12.62,59.637,1.9597
12.176,60.071,1.8392
11.689,60.461,1.7218
11.114,60.678,1.6216
10.5,60.569,1.5639
9.9772,60.217,1.5467
9.5166,59.782,1.5418
9.0655,59.338,1.5322
8.5759,58.938,1.5046
59.55,56.688,2.0545
59.086,57.118,2.0755
58.556,57.455,2.1122
57.944,57.526,2.1916
57.374,57.284,2.3061
56.897,56.89,2.4294
56.455,56.455,2.554
56.003,56.03,2.679
55.492,55.677,2.8023
54.893,55.56,2.9034
54.302,55.768,2.9524
53.806,56.159,2.956
53.354,56.602,2.9402
52.896,57.037,2.9208
52.379,57.406,2.9145
