59.55,9.2846,10.137
59.084,8.8538,10.144
58.552,8.5171,10.136
57.937,8.4482,10.082
57.366,8.6942,9.9807
56.888,9.0914,9.8628
56.446,9.5277,9.7407
55.993,9.9531,9.6181
55.478,10.303,9.5008
54.874,10.412,9.4158
54.284,10.194,9.3933
53.791,9.8001,9.4188
53.34,9.3577,9.4635
52.882,8.9232,9.5122
52.363,8.5594,9.5468
51.756,8.4353,9.5274
51.17,8.6381,9.4389
50.681,9.0205,9.3171
50.237,9.4533,9.1872
49.79,9.8827,9.0577
49.291,10.254,8.9373
48.695,10.417,8.8561
48.095,10.25,8.8508
47.587,9.8731,8.9043
47.136,9.4364,8.9805
46.684,8.9991,9.0621
46.186,8.6169,9.1323
45.588,8.4298,9.1511
44.989,8.5805,9.0833
44.483,8.9437,8.9647
44.035,9.3717,8.8329
43.592,9.8051,8.7013
43.109,10.194,8.5808
42.528,10.416,8.4997
41.915,10.301,8.5049
41.394,9.9518,8.577
40.939,9.5226,8.6763
40.494,9.0845,8.7825
40.011,8.6863,8.8809
39.438,8.4389,8.9382
38.822,8.5266,8.9015
38.298,8.8601,8.7982
37.842,9.2823,8.6734
37.401,9.7191,8.5474
36.926,10.123,8.4327
36.367,10.396,8.3549
35.746,10.351,8.3632
35.211,10.033,8.4468
34.751,9.6176,8.5597
34.307,9.1765,8.6826
33.837,8.7654,8.7999
33.289,8.4724,8.8864
32.669,8.475,8.8905
32.12,8.7772,8.8106
31.654,9.1879,8.7026
31.211,9.6286,8.5899
30.746,10.047,8.4878
30.2,10.357,8.4197
29.584,10.391,8.428
29.025,10.108,8.5183
28.556,9.7028,8.6392
28.115,9.266,8.7696
27.66,8.8458,8.898
27.129,8.5174,9.006
26.514,8.4452,9.0492
25.941,8.6994,9.0053
25.46,9.1033,8.9216
25.013,9.5445,8.8314
24.555,9.9726,8.7495
24.028,10.318,8.696
23.414,10.414,8.7109
22.843,10.178,8.8029
22.359,9.7851,8.9267
21.916,9.3492,9.0587
21.466,8.9237,9.1891
20.962,8.5658,9.3073
20.356,8.4303,9.3793
19.766,8.6326,9.3722
19.265,9.0184,9.3211
18.815,9.4589,9.2593
18.359,9.8965,9.2039
17.848,10.264,9.1737
17.244,10.424,9.1986
16.654,10.236,9.2925
16.159,9.8614,9.4134
15.715,9.4275,9.54
15.271,8.9942,9.6656
14.774,8.6208,9.7835
14.184,8.4341,9.8739
13.576,8.5766,9.9064
13.065,8.9456,9.8936
12.608,9.3836,9.8698
12.155,9.8252,9.8512
11.655,10.217,9.8524
11.067,10.416,9.8984
10.462,10.285,9.9959
9.9527,9.93,10.11
9.5009,9.5008,10.225
9.0563,9.0643,10.338
8.5727,8.6702,10.447
59.559,12.698,9.6884
59.104,13.121,9.5651
58.587,13.459,9.4418
57.98,13.549,9.3362
57.399,13.319,9.2795
56.91,12.92,9.2649
56.459,12.476,9.2681
55.998,12.043,9.2744
55.475,11.687,9.2664
54.869,11.578,9.212
54.287,11.795,9.1073
53.802,12.18,8.9847
53.359,12.614,8.8583
52.911,13.042,8.7323
52.408,13.409,8.6105
51.815,13.563,8.5162
51.218,13.38,8.4835
50.712,13,8.501
50.259,12.56,8.5404
49.805,12.122,8.5849
49.298,11.743,8.6179
48.701,11.567,8.6053
48.108,11.735,8.5221
47.605,12.103,8.404
47.158,12.532,8.2781
46.714,12.965,8.1527
46.226,13.348,8.0359
45.641,13.562,7.9484
45.036,13.435,7.9332
44.516,13.076,7.9766
44.06,12.644,8.0444
43.612,12.203,8.1195
43.123,11.809,8.186
