59.112,9.9728,13.052
59.112,9.9728,13.052
58.6,10.312,12.904
57.994,10.408,12.782
57.41,10.184,12.716
56.918,9.7861,12.691
56.465,9.3408,12.677
56.003,8.906,12.657
55.481,8.5482,12.612
54.879,8.4334,12.516
54.299,8.6469,12.379
53.813,9.0284,12.238
53.37,9.462,12.101
52.923,9.891,11.965
52.421,10.259,11.83
51.833,10.425,11.706
51.237,10.248,11.621
50.728,9.872,11.572
50.272,9.4315,11.537
49.817,8.9903,11.5
49.311,8.6104,11.443
48.72,8.4263,11.349
48.129,8.58,11.223
47.623,8.9459,11.095
47.172,9.3759,10.974
46.727,9.8129,10.856
46.239,10.199,10.738
45.657,10.414,10.618
45.054,10.304,10.52
44.532,9.9475,10.452
44.072,9.5144,10.398
43.621,9.0704,10.343
43.132,8.6729,10.275
42.553,8.4422,10.178
41.948,8.5301,10.059
41.427,8.8707,9.945
40.968,9.2977,9.8416
40.522,9.7383,9.7428
40.043,10.142,9.6422
39.477,10.397,9.5339
38.863,10.343,9.4276
38.33,10.016,9.3416
37.864,9.5894,9.2671
37.417,9.146,9.193
36.939,8.734,9.1099
36.383,8.4598,9.0082
35.768,8.492,8.892
35.227,8.802,8.7908
34.76,9.2238,8.7058
34.313,9.6673,8.6272
33.839,10.084,8.5464
33.291,10.379,8.4534
32.677,10.372,8.3459
32.125,10.078,8.243
31.654,9.6683,8.1487
31.21,9.222,8.0552
30.743,8.8016,7.9551
30.205,8.4886,7.8421
29.596,8.4601,7.7256
29.033,8.7365,7.6317
28.555,9.1448,7.5624
28.106,9.5918,7.5032
27.64,10.017,7.4421
27.101,10.345,7.3651
26.492,10.402,7.2613
25.93,10.14,7.1452
25.451,9.7381,7.0317
25.007,9.2968,6.9186
24.55,8.8735,6.8015
24.028,8.5346,6.6759
23.425,8.4342,6.5533
22.85,8.6672,6.4658
22.357,9.0673,6.4111
21.906,9.5161,6.3711
21.445,9.9492,6.3301
20.923,10.299,6.272
20.314,10.416,6.1763
19.739,10.203,6.0509
19.252,9.8162,5.9197
18.809,9.3763,5.7872
18.361,8.9454,5.6523
17.862,8.5899,5.5143
17.267,8.4323,5.3814
16.672,8.6019,5.2916
16.167,8.9816,5.2488
15.71,9.4224,5.2262
15.254,9.8636,5.2067
14.749,10.245,5.1727
14.153,10.417,5.0953
13.557,10.261,4.9694
13.058,9.8983,4.827
12.612,9.4704,4.681
12.171,9.0394,4.5323
11.688,8.6535,4.3801
11.119,8.4367,4.2359
10.508,8.5429,4.1361
9.9836,8.8929,4.0962
9.5213,9.3286,4.0861
9.0691,9.774,4.0822
8.5773,10.175,4.0649
59.549,12.426,12.703
59.083,11.995,12.701
58.552,11.658,12.671
57.941,11.587,12.581
57.374,11.831,12.448
56.898,12.223,12.309
56.457,12.658,12.171
56.007,13.083,12.036
55.495,13.432,11.905
54.897,13.563,11.795
54.307,13.351,11.735
53.811,12.96,11.712
53.357,12.517,11.699
52.9,12.079,11.682
52.383,11.712,11.643
51.784,11.568,11.56
51.2,11.762,11.439
50.706,12.138,11.314
50.26,12.572,11.193
49.812,13.004,11.075
49.314,13.381,10.958
48.728,13.566,10.849
48.13,13.408,10.772
47.615,13.039,10.726
47.16,12.599,10.693
46.708,12.157,10.657
46.207,11.773,10.606
45.616,11.574,10.523
45.019,11.704,10.414
44.508,12.064,10.305
44.054,12.494,10.202
43.607,12.933,10.103
43.122,13.326,10.004
42.542,13.55,9.9022
41.933,13.454,9.8135
41.409,13.107,9.7489
40.949,12.674,9.6954
40.499,12.231,9.6413
40.014,11.828,9.577
39.443,11.583,9.4905
38.83,11.664,9.3862
38.304,11.996,9.2908
37.842,12.424,9.2065
37.395,12.866,9.127
36.915,13.273,9.0458
36.355,13.541,8.9568
35.74,13.487,8.8635
35.202,13.168,8.7824
34.736,12.744,8.71
34.289,12.301,8.6376
33.813,11.889,8.5577
33.261,11.604,8.4639
32.649,11.627,8.3627
32.102,11.933,8.2781
31.633,12.35,8.2111
31.184,12.797,8.1506
30.711,13.214,8.0881
30.161,13.516,8.0127
29.549,13.522,7.9191
28.997,13.228,7.8221
28.526,12.816,7.7303
28.08,12.373,7.6383
27.616,11.954,7.5414
27.077,11.637,7.4348
26.468,11.594,7.3307
25.906,11.868,7.2545
25.424,12.278,7.2027
24.974,12.725,7.1612
24.509,13.151,7.1187
23.972,13.48,7.0605
23.36,13.546,6.9717
22.799,13.29,6.8637
22.318,12.888,6.7533
21.872,12.447,6.6418
21.418,12.023,6.5275
20.902,11.683,6.4083
20.295,11.574,6.2952
19.718,11.802,6.2228
19.224,12.2,6.185
18.773,12.643,6.1621
18.312,13.079,6.1398
17.793,13.435,6.1016
17.184,13.562,6.0235
16.606,13.349,5.9071
16.119,12.966,5.7802
15.674,12.533,5.6509
15.228,12.103,5.5191
14.729,11.737,5.3855
14.14,11.566,5.2642
13.541,11.739,5.1925
13.034,12.115,5.1687
12.578,12.555,5.1657
12.123,12.996,5.1656
11.616,13.379,5.1504
11.026,13.566,5.0914
10.43,13.409,4.9723
9.9291,13.05,4.8302
9.4831,12.625,4.6816
9.044,12.194,4.5295
8.5653,11.808,4.3749
59.562,15.836,12.104
59.11,16.258,11.969
58.596,16.597,11.842
57.989,16.691,11.747
57.406,16.465,11.707
56.916,16.068,11.706
56.465,15.624,11.714
56.006,15.191,11.716
55.486,14.833,11.696
54.883,14.718,11.627
54.301,14.929,11.514
53.814,15.311,11.393
53.37,15.745,11.274
52.922,16.174,11.157
52.419,16.542,11.043
51.829,16.708,10.946
51.233,16.53,10.888
50.726,16.154,10.864
50.272,15.715,10.85
49.819,15.275,10.834
49.314,14.895,10.802
48.723,14.709,10.735
48.13,14.863,10.635
47.623,15.229,10.529
47.173,15.659,10.428
46.726,16.096,10.329
46.237,16.483,10.232
45.655,16.699,10.139
45.052,16.586,10.068
44.531,16.229,10.024
44.071,15.797,9.9904
43.622,15.354,9.9561
43.134,14.957,9.9108
42.554,14.727,9.8402
41.947,14.814,9.7478
41.426,15.154,9.6568
40.967,15.582,9.5734
40.521,16.022,9.494
40.042,16.426,9.4144
39.477,16.683,9.3312
38.861,16.623,9.2523
38.328,16.298,9.1903
37.863,15.871,9.1373
37.416,15.428,9.0844
36.938,15.017,9.0239
36.383,14.74,8.9482
35.767,14.778,8.8597
35.226,15.087,8.7815
34.756,15.505,8.7159
34.312,15.95,8.6566
33.839,16.366,8.5962
33.29,16.662,8.5274
32.676,16.658,8.4474
32.126,16.36,8.3698
31.657,15.948,8.2978
31.212,15.502,8.2255
30.743,15.084,8.148
30.202,14.774,8.0606
29.592,14.74,7.9713
29.031,15.021,7.9018
28.556,15.431,7.8525
28.11,15.879,7.8118
27.643,16.301,7.77
27.103,16.625,7.7158
26.491,16.685,7.6391
25.928,16.424,7.5484
25.45,16.02,7.4576
25.004,15.58,7.366
24.548,15.154,7.2715
24.026,14.815,7.1713
23.417,14.724,7.0763
22.842,14.954,7.0127
22.352,15.355,6.9784
21.899,15.8,6.9562
21.441,16.232,6.9349
20.923,16.585,6.9008
20.313,16.694,6.8317
19.735,16.483,6.733
19.247,16.096,6.6245
18.802,15.661,6.5141
18.352,15.231,6.4007
17.852,14.867,6.2853
17.255,14.715,6.1802
16.661,14.893,6.1173
16.158,15.272,6.0962
15.704,15.712,6.0932
15.249,16.151,6.0931
14.745,16.53,6.081
14.151,16.705,6.0299
13.554,16.542,5.9284
13.054,16.178,5.8068
12.608,15.749,5.6792
12.165,15.317,5.5489
11.68,14.932,5.4174
11.109,14.715,5.2988
10.499,14.832,5.23
9.9767,15.183,5.2154
9.5165,15.616,5.2264
9.0665,16.06,5.2427
8.5765,16.459,5.2471
